tweet_id,created_at,author_username,text_raw,text_clean,sentiment_label,topic,tweet_url,manual_keep,manual_topic_label,manual_issue_category,manual_design_implication,manual_notes
1962795707917836704,2025-09-02 08:32:18,est17_,"@BudiBukanIntel bang bud coba deh tengkok video ini, perihal MBG, yg wadah nya itu dibuat Dari cina Dan bahan bahan nya non foodgrdae
https://t.co/RuZ6deW3q2",bang bud coba deh tengkok video ini perihal mbg yg wadah nya itu dibuat dari cina dan bahan bahan nya non foodgrdae,netral,0,https://x.com/est17_/status/1962795707917836704,,,,,
1969287558590025729,2025-09-20 06:28:36,jisatorio,"Kalau gue inget-inget pelajaran kimia sewaktu SMA, wajar sih ada hipotesis bahwa food tray yang saat ini banyak digunakan jadi salah satu potensi penyebab keracunan. Kalau ga salah, sebagian tray punya grade stainless steel 201 yang sebenarnya ini tuh kurang tahan sama lingkungan lembab, garam, atau panas tinggi karena kandungan mangan tinggi (5,5–7,5%), nikel rendah (3,5–5,5%), & kromium cuma (16–18%).

Tray MBG sudah pasti tuh kan sering terpapar air, deterjen, & residu makanan, yang secara teknis bisa merusak lapisan oksida kromium. Ada reaksi elektrokimia yaitu Fe + O2 + H2O → Fe(OH)2, alias membentuk Fe2O3 (karat). Hasilnya, timbul proses kontaminasi dari leaching logam di tray ke makanan. Mungkin pemikiran ini salah, tapi—

1. Menu MBG kan kadang ada sayur, buah, atau sausnya, yang sebenarnya itu semua bisa aja bersifat asam. Makanan asam (pH < 4,5, kayak tomat, jeruk, atau cuka) bahkan mempercepat korosi tray 201 melalui reaksi H+ dengan lapisan oksida, bikin leaching ion mangan (Mn), nikel (Ni), & kromium (Cr). Sialnya, mangan berlebih bisa bikin gangguan neurologis (tremor, kekakuan otot), sementara kontaminasi nikel memicu alergi kulit atau masalah pernapasan jangka panjang. Jadi apakah set menu super minimalis yang selama ini membagongkan kita ternyata tujuannya adalah supaya anak-anak ga terkontaminasi berlebih? 😵‍💫

2. Makanan panas (misal nasi atau sup) mengeluarkan energi thermal yang memfasilitasi difusi ion dari matriks logam. Ini bisa mempercepat laju migrasi ion sampai 10 kali lipat. Bisa aja proses ini bikin kemunculan timbal (Pb) yang lebih dari 0,01 mg/kg di tray 201. Kalau kita cek kadar ini sudah melebihi batas aman yang ditetapkan sama BPOM.

3. Kira-kira apa yang biasa kita pakai buat nyuci piring? Yak betul. Spons & sabun cuci piring. Kalau pencucian tray 201 memakai spons abrasif atau deterjen kuat (misal mengandung asam sitrat) maka lapisan pasivasi (Cr2O3) bisa terkikis sehingga mempercepat korosi. Bayangkan kalau ada dapur yang mencuci secara massal tanpa prosedur standar. Goresan atau penyok pada tray bisa bikin area tersebut menjadi anoda dalam sel korosi yang mempercepat leaching.

By the way, karena penerima manfaat MBG adalah anak-anak, maka tingkat kerentanannya lebih besar dan reaksi yang timbul bisa lebih cepat, karena metabolisme anak lebih tinggi dibanding orang dewasa.

Lalu bagaimana dengan kasus keracunan yang disebabkan bakteri kayak Salmonella atau E. Coli? Ini mungkin banget dan bisa kita kategorikan sebagai kontaminasi sekunder dari tray rusak atau treatment bahan makanan yang ga sesuai standar higienis. Cuma untuk kemungkinan ini, variabelnya lebih banyak, termasuk variabel ga terduga kayak tingkat imunitas seseorang.

Jadi gmn dong supaya anak-anak ga keracunan MBG? Jawabannya sungguh sederhana wahai bapak ibu sekalian. Intinya dimulai dengan bangun lebih pagi lagi wkwk.",kalau gue inget inget pelajaran kimia sewaktu sma wajar sih ada hipotesis bahwa food tray yang saat ini banyak digunakan jadi salah satu potensi penyebab keracunan kalau ga salah sebagian tray punya grade stainless steel yang sebenarnya ini tuh kurang tahan sama lingkungan lembab garam atau panas tinggi karena kandungan mangan tinggi nikel rendah kromium cuma tray mbg sudah pasti tuh kan sering terpapar air deterjen residu makanan yang secara teknis bisa merusak lapisan oksida kromium ada reaksi elektrokimia yaitu fe o h o fe oh alias membentuk fe o karat hasilnya timbul proses kontaminasi dari leaching logam di tray ke makanan mungkin pemikiran ini salah tapi menu mbg kan kadang ada sayur buah atau sausnya yang sebenarnya itu semua bisa aja bersifat asam makanan asam ph kayak tomat jeruk atau cuka bahkan mempercepat korosi tray melalui reaksi h dengan lapisan oksida bikin leaching ion mangan mn nikel ni kromium cr sialnya mangan berlebih bisa bikin gangguan neurologis tremor kekakuan otot sementara kontaminasi nikel memicu alergi kulit atau masalah pernapasan jangka panjang jadi apakah set menu super minimalis yang selama ini membagongkan kita ternyata tujuannya adalah supaya anak anak ga terkontaminasi berlebih makanan panas misal nasi atau sup mengeluarkan energi thermal yang memfasilitasi difusi ion dari matriks logam ini bisa mempercepat laju migrasi ion sampai kali lipat bisa aja proses ini bikin kemunculan timbal pb yang lebih dari mg kg di tray kalau kita cek kadar ini sudah melebihi batas aman yang ditetapkan sama bpom kira kira apa yang biasa kita pakai buat nyuci piring yak betul spons sabun cuci piring kalau pencucian tray memakai spons abrasif atau deterjen kuat misal mengandung asam sitrat maka lapisan pasivasi cr o bisa terkikis sehingga mempercepat korosi bayangkan kalau ada dapur yang mencuci secara massal tanpa prosedur standar goresan atau penyok pada tray bisa bikin area tersebut menjadi anoda dalam sel korosi yang mempercepat leaching by the way karena penerima manfaat mbg adalah anak anak maka tingkat kerentanannya lebih besar dan reaksi yang timbul bisa lebih cepat karena metabolisme anak lebih tinggi dibanding orang dewasa lalu bagaimana dengan kasus keracunan yang disebabkan bakteri kayak salmonella atau e coli ini mungkin banget dan bisa kita kategorikan sebagai kontaminasi sekunder dari tray rusak atau treatment bahan makanan yang ga sesuai standar higienis cuma untuk kemungkinan ini variabelnya lebih banyak termasuk variabel ga terduga kayak tingkat imunitas seseorang jadi gmn dong supaya anak anak ga keracunan mbg jawabannya sungguh sederhana wahai bapak ibu sekalian intinya dimulai dengan bangun lebih pagi lagi wkwk,negatif,0,https://x.com/jisatorio/status/1969287558590025729,,,,,
1973249312185524367,2025-10-01 04:51:11,omongomongcom,"Kepercayaan terhadap MBG diguncang oleh dugaan bahwa food tray atau ompreng impor asal Tiongkok yang dipakai dalam MBG diproduksi menggunakan minyak atau lemak babi dalam proses pencetakannya.

Ulasan Ahmad Safii Hafid:
https://t.co/UIbVde871s https://t.co/mBtwHI2lkz",kepercayaan terhadap mbg diguncang oleh dugaan bahwa food tray atau ompreng impor asal tiongkok yang dipakai dalam mbg diproduksi menggunakan minyak atau lemak babi dalam proses pencetakannya ulasan ahmad safii hafid,netral,0,https://x.com/omongomongcom/status/1973249312185524367,,,,,
1964910833387065820,2025-09-08 04:37:03,jxxxng_,"@GoodRecom lah guru gak ngebagiin ompreng bjir. ama pihak MBG nya ditaroh di ruang giru, trus siswa nya yg ngambil. udahnya dianterin lagi ke ruang guru ama siswa nya. guru hampir ga ngapa ngapaun, suruh nyicip doang.",lah guru gak ngebagiin ompreng bjir ama pihak mbg nya ditaroh di ruang giru trus siswa nya yg ngambil udahnya dianterin lagi ke ruang guru ama siswa nya guru hampir ga ngapa ngapaun suruh nyicip doang,netral,0,https://x.com/jxxxng_/status/1964910833387065820,,,,,
1960705597197726088,2025-08-27 14:06:57,notastroboee,"@tanyakanrl dan yap betul kemarin ngurus import tempat makan MBG, dan yap mostly dari Shandong China.. dan sempet kena pemeriksaan bece",dan yap betul kemarin ngurus import tempat makan mbg dan yap mostly dari shandong china dan sempet kena pemeriksaan bece,netral,0,https://x.com/notastroboee/status/1960705597197726088,,,,,
1964932314171060697,2025-09-08 06:02:25,kumparan,"Kepala BPJPH, Haikal Hassan, menegaskan pihaknya akan terbang ke China untuk memeriksa langsung food tray atau wadah makan dalam program Makan Bergizi Gratis (MBG) yang diduga mengandung lemak babi. Menurutnya, langkah ini diambil agar isu tersebut tidak hanya ditanggapi sebagai rumor atau hoaks, melainkan diverifikasi melalui audit menyeluruh. BPJPH juga berkomitmen melakukan sertifikasi halal, bukan hanya untuk makanan, tapi juga dapur, menu, serta peralatan yang digunakan dalam program MBG.

Haikal menambahkan bahwa jaminan halal akan mencakup semua aspek, termasuk sertifikasi halal bagi dapur penyedia dan penunjukan penyelia halal. Hal ini menjadi bagian dari sinergi BPJPH dengan Badan Gizi Nasional (BGN) dalam menjamin pemenuhan gizi nasional yang sesuai standar halal. Dengan demikian, kepastian halal tidak hanya melekat pada makanan yang dikonsumsi, melainkan juga peralatan penunjangnya.

Sementara itu, Kepala BGN Dadan Handayana menjelaskan bahwa penggunaan food tray impor dari China dilakukan karena produksi dalam negeri belum mencukupi kebutuhan program MBG. Kapasitas produksi dalam negeri hanya sekitar 10 juta tray per bulan, sementara kebutuhan mencapai 70 juta tray tambahan hingga akhir tahun. Ia memastikan ke depan BGN akan melakukan pengadaan food tray untuk wilayah 3T dengan memprioritaskan produk dalam negeri, melibatkan BPJPH, BPOM, serta Kementerian Perindustrian untuk sertifikasi halal, higienitas, dan SNI.

📸: Dok. Antara.

Jaga Indonesia lewat fakta sebuah gerakan kolaboratif untuk mendorong masyarakat lebih kritis, bijak, dan selalu berpegang pada fakta dalam menyikapi isu-isu serta persoalan bangsa. Seluruh masyarakat indonesia harus berperan aktif menjaga Indonesia dari berbagai sisi, mulai dari ekonomi, politik, pendidikan, pangan, energi, lingkungan, hingga kebudayaan.

Mari bersama jaga Indonesia lewat fakta.

#bisnisupdate #update #bisnis #oneliner #makanbergizigratis #mbg #bpjph #halal #bgn #foodtray #china #produkhalal #info #infoterkini #berita #beritaterkini #jagaindonesia #bicarafaktalewatberita #kumparan #JagaIndonesiaLewatFakta",kepala bpjph haikal hassan menegaskan pihaknya akan terbang ke china untuk memeriksa langsung food tray atau wadah makan dalam program makan bergizi gratis mbg yang diduga mengandung lemak babi menurutnya langkah ini diambil agar isu tersebut tidak hanya ditanggapi sebagai rumor atau hoaks melainkan diverifikasi melalui audit menyeluruh bpjph juga berkomitmen melakukan sertifikasi halal bukan hanya untuk makanan tapi juga dapur menu serta peralatan yang digunakan dalam program mbg haikal menambahkan bahwa jaminan halal akan mencakup semua aspek termasuk sertifikasi halal bagi dapur penyedia dan penunjukan penyelia halal hal ini menjadi bagian dari sinergi bpjph dengan badan gizi nasional bgn dalam menjamin pemenuhan gizi nasional yang sesuai standar halal dengan demikian kepastian halal tidak hanya melekat pada makanan yang dikonsumsi melainkan juga peralatan penunjangnya sementara itu kepala bgn dadan handayana menjelaskan bahwa penggunaan food tray impor dari china dilakukan karena produksi dalam negeri belum mencukupi kebutuhan program mbg kapasitas produksi dalam negeri hanya sekitar juta tray per bulan sementara kebutuhan mencapai juta tray tambahan hingga akhir tahun ia memastikan ke depan bgn akan melakukan pengadaan food tray untuk wilayah t dengan memprioritaskan produk dalam negeri melibatkan bpjph bpom serta kementerian perindustrian untuk sertifikasi halal higienitas dan sni dok antara jaga indonesia lewat fakta sebuah gerakan kolaboratif untuk mendorong masyarakat lebih kritis bijak dan selalu berpegang pada fakta dalam menyikapi isu isu serta persoalan bangsa seluruh masyarakat indonesia harus berperan aktif menjaga indonesia dari berbagai sisi mulai dari ekonomi politik pendidikan pangan energi lingkungan hingga kebudayaan mari bersama jaga indonesia lewat fakta bisnisupdate update bisnis oneliner makanbergizigratis mbg bpjph halal bgn foodtray china produkhalal info infoterkini berita beritaterkini jagaindonesia bicarafaktalewatberita kumparan jagaindonesialewatfakta,positif,0,https://x.com/kumparan/status/1964932314171060697,,,,,
1973735096881655992,2025-10-02 13:01:31,pikiran_rakyat,"Satuan Pelayanan Pemenuhan Gizi (SPPG) Slipi, Palmerah, Jakarta Barat, membeberkan cara mencegah terjadinya kejadian luar biasa (KLB) seperti keracunan usai menyantap Makan Bergizi Gratis (MBG).

Koordinator SPPG Wilayah Jakarta Barat, Yudha Permana, menegaskan kunci utama ada pada penerapan Critical Control Point (CCP). Menurutnya, CCP dilakukan tidak ketika bahan baku datang tapi mulai dari pemilihan menu sudah mempertimbangkan Angka Kecukupan Gizi (AKG).

""Jadi di setiap SPPG itu dipastikan bahwa mereka menjaga CCP atau Critical Control Point. Ini mulai dari awal, sebetulnya tidak ketika bahan baku datang saja, tapi dari awal pembuatan menu. Kita pastikan AKG, Angka Kecukupan Gizinya terpenuhi,"" katanya kepada wartawan, dikutip Sabtu, 27 September 2025.

Yudha mencontohkan, kini susu tidak lagi mengandung kadar gula tinggi. Sebab, Badan Gizi Nasional (BGN) sudah mengingatkan SPPG untuk tidak memberi susu berkadar gula tinggi.

“Itu salah satu bentuk pemilihan pembuatan menu. Baik itu tadi angka kecukupan gizinya, kemudian pemilihan apapun, komponen yang terdapat di dalam ompreng,” tuturnya.

Selain itu, menu disusun rutin setiap pekan melalui rapat tim gizi, agar variasi tetap terjaga. Hingga kini, SPPG Palmerah sudah mengembangkan lebih dari 40 jenis menu, termasuk menyesuaikan permintaan siswa agar mereka tidak bosan.

“Kita sering juga mendengarkan request-request dari siswa. Apakah dia, contoh yang terakhir itu, mereka pingin burger, kita coba fasilitasi. Hal-hal ini yang membuat anak-anak itu menjadi lebih nafsu makan, karena mereka juga merasa bahwa apa yang mereka inginkan itu bisa tersalurkan,“ ucap Yudha.

Asep Bidin Rosidin/PRMN

#MBG #news #SPPG #MakanBergizi",satuan pelayanan pemenuhan gizi sppg slipi palmerah jakarta barat membeberkan cara mencegah terjadinya kejadian luar biasa klb seperti keracunan usai menyantap makan bergizi gratis mbg koordinator sppg wilayah jakarta barat yudha permana menegaskan kunci utama ada pada penerapan critical control point ccp menurutnya ccp dilakukan tidak ketika bahan baku datang tapi mulai dari pemilihan menu sudah mempertimbangkan angka kecukupan gizi akg jadi di setiap sppg itu dipastikan bahwa mereka menjaga ccp atau critical control point ini mulai dari awal sebetulnya tidak ketika bahan baku datang saja tapi dari awal pembuatan menu kita pastikan akg angka kecukupan gizinya terpenuhi katanya kepada wartawan dikutip sabtu september yudha mencontohkan kini susu tidak lagi mengandung kadar gula tinggi sebab badan gizi nasional bgn sudah mengingatkan sppg untuk tidak memberi susu berkadar gula tinggi itu salah satu bentuk pemilihan pembuatan menu baik itu tadi angka kecukupan gizinya kemudian pemilihan apapun komponen yang terdapat di dalam ompreng tuturnya selain itu menu disusun rutin setiap pekan melalui rapat tim gizi agar variasi tetap terjaga hingga kini sppg palmerah sudah mengembangkan lebih dari jenis menu termasuk menyesuaikan permintaan siswa agar mereka tidak bosan kita sering juga mendengarkan request request dari siswa apakah dia contoh yang terakhir itu mereka pingin burger kita coba fasilitasi hal hal ini yang membuat anak anak itu menjadi lebih nafsu makan karena mereka juga merasa bahwa apa yang mereka inginkan itu bisa tersalurkan ucap yudha asep bidin rosidin prmn mbg news sppg makanbergizi,positif,0,https://x.com/pikiran_rakyat/status/1973735096881655992,,,,,
1960639924048441641,2025-08-27 09:45:59,ampegosong,"@tanyakanrl Woi, anjing ni orang yg pesen wadah MBG ga ada otak anjing",woi anjing ni orang yg pesen wadah mbg ga ada otak anjing,netral,1,https://x.com/ampegosong/status/1960639924048441641,,,,,
1979032735684661496,2025-10-17 03:52:27,pasfm,"Presiden Prabowo nyatakan pemerintah perketat penerapan SOP  pelaksanaan program Makan Bergizi Gratis MBG untuk cegah insiden keracunan dan berbagai persoalan lainnya. Selain perketat pengawasan, SOP pihaknya juga beli peralatan-peralatan baru, filter untuk air, perangkat uji, sterilisasi air, dan sterilisasi ompreng.",presiden prabowo nyatakan pemerintah perketat penerapan sop pelaksanaan program makan bergizi gratis mbg untuk cegah insiden keracunan dan berbagai persoalan lainnya selain perketat pengawasan sop pihaknya juga beli peralatan peralatan baru filter untuk air perangkat uji sterilisasi air dan sterilisasi ompreng,netral,0,https://x.com/pasfm/status/1979032735684661496,,,,,
1960266000051372298,2025-08-26 09:00:09,_waztra,"tl dr: 
-tray mbg dilabeli made in indonesia, tp sebenernya made in china
-ada batch yang pake stainless steel non foodgrade (pantes pada keracunan)
-ada label halal tapi pake lard",tl dr tray mbg dilabeli made in indonesia tp sebenernya made in china ada batch yang pake stainless steel non foodgrade pantes pada keracunan ada label halal tapi pake lard,netral,0,https://x.com/_waztra/status/1960266000051372298,,,,,
1964649636196692250,2025-09-07 11:19:09,bakanosan1,"@PNS_Ababil Iya, malah nambahin tugas guru, bagi2 MBG, bagi2 buah/pisang, kalau tidak habis di pisah masukin wadah/kresek makanan sisanya, hitung rantangnnya biar ngak hilang dan suruh ganti...",iya malah nambahin tugas guru bagi mbg bagi buah pisang kalau tidak habis di pisah masukin wadah kresek makanan sisanya hitung rantangnnya biar ngak hilang dan suruh ganti,netral,0,https://x.com/bakanosan1/status/1964649636196692250,,,,,
1964935555688595909,2025-09-08 06:15:17,pnggunaskitar_,ada benernya nih 🙂 piket MBG harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,ada benernya nih piket mbg harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,netral,2,https://x.com/pnggunaskitar_/status/1964935555688595909,,,,,
1959911350970560650,2025-08-25 09:30:54,barengwarga,"Coba tebak-tebakan, kenapa tray MBG yg dibeli dari china dipaksakan pakai label Made in indonesia?

Apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini? https://t.co/jPhNUGZYSO",coba tebak tebakan kenapa tray mbg yg dibeli dari china dipaksakan pakai label made in indonesia apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini,negatif,0,https://x.com/barengwarga/status/1959911350970560650,,,,,
1970510544273842672,2025-09-23 15:28:18,troublemaekers,"@gundammecha1 @olie9arki Negara lain sibuk inovasi, disini malah ngurusi ompreng MBG proyek gajelas dan nyulik aktivis. Cupu.",negara lain sibuk inovasi disini malah ngurusi ompreng mbg proyek gajelas dan nyulik aktivis cupu,netral,0,https://x.com/troublemaekers/status/1970510544273842672,,,,,
1959965853568622952,2025-08-25 13:07:28,tilehopper,"TONIGHT 🔴LIVE @ 20.30 WIB 
🎬: https://t.co/VWRSwj83S0

Spicy Talk malam ini kita bakal bahas demo sus di Jakarta, update udang radioaktif, gue cerita iri dan dengki gue terhadap scavenger hunt-nya Zohran Mamdani dan...tray MBG mengandum minyak babi??? https://t.co/zj0qxL6h4W",tonight live wib spicy talk malam ini kita bakal bahas demo sus di jakarta update udang radioaktif gue cerita iri dan dengki gue terhadap scavenger hunt nya zohran mamdani dan tray mbg mengandum minyak babi,netral,1,https://x.com/tilehopper/status/1959965853568622952,,,,,
1978225159799476571,2025-10-14 22:23:26,lokastiti,Tolong koreksi kalo gue salah. Tp belio ini bikin video kek gini juga gak pas pesantren ambruk? Korupsi kuota haji? Pas nama NU disangkutpautin sama tambang? Pas tray MBG ada minyak babinya??????,tolong koreksi kalo gue salah tp belio ini bikin video kek gini juga gak pas pesantren ambruk korupsi kuota haji pas nama nu disangkutpautin sama tambang pas tray mbg ada minyak babinya,netral,-1,https://x.com/lokastiti/status/1978225159799476571,,,,,
1974061009150361997,1759487795,BloombergTZ,"Soal Isu Minyak Babi, BPJPH Sebut Food Tray MBG Halal  https://t.co/6RmEUj9JyE",soal isu minyak babi bpjph sebut food tray mbg halal,netral,0,https://x.com/BloombergTZ/status/1974061009150361997,,,,,
2045470035653890389,1776513034,woohshik,@xrigadir @_ Diem lu ompreng mbg,diem lu ompreng mbg,netral,2,https://x.com/woohshik/status/2045470035653890389,,,,,
2045515136648261754,1776523787,Temon84694331,@wahabi92013848 @MiskinTV_ Ngomong apa sih,ngomong apa sih,netral,1,https://x.com/Temon84694331/status/2045515136648261754,,,,,
2045552578038243837,1776532713,gojonegoro,HAh Anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,hah anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,positif,1,https://x.com/gojonegoro/status/2045552578038243837,,,,,
1973933197684846601,1759457322,ExxaLatifa,"SPPG Polri telah menerapkan sistem sanitasi ketat untuk memastikan program MBG higienis. Proses pencucian alat masak dan ompreng atau food tray MBG dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven.
#LanjutkanMBG 

Bjorka Pigai Tele Totobrut Carey Irfan https://t.co/YnPjaUvSWj",sppg polri telah menerapkan sistem sanitasi ketat untuk memastikan program mbg higienis proses pencucian alat masak dan ompreng atau food tray mbg dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven lanjutkanmbg bjorka pigai tele totobrut carey irfan,positif,0,https://x.com/ExxaLatifa/status/1973933197684846601,,,,,
2045159767757533202,1776439060,woonhakn,SIAP MENGAMBIL OMPRENG MBG DENGAN SEMANGAT 45!!! https://t.co/GHoygfBUD4,siap mengambil ompreng mbg dengan semangat,netral,1,https://x.com/woonhakn/status/2045159767757533202,,,,,
1977373868399394940,1760277642,KabarMuh_ID,"Isu Minyak Babi di Foof Tray MBG, Badan Gizi Nasional Libatkan Majelis Tarjih https://t.co/XDPgm3eQXu",isu minyak babi di foof tray mbg badan gizi nasional libatkan majelis tarjih,netral,0,https://x.com/KabarMuh_ID/status/1977373868399394940,,,,,
2045540439185649728,1776529819,chemikeul,@_jaehoney_ hnggg iya tincasenya bikin inget ompreng mbg🥺,hnggg iya tincasenya bikin inget ompreng mbg,netral,2,https://x.com/chemikeul/status/2045540439185649728,,,,,
1979463643042582789,1760775883,ExxaLatifa,"Yukk bergabung dan ikut berkontribusi  dalam Forum Makan Bergizi Gratis (MBG) menjadi wadah kolaborasi bagi siapa pun yg peduli terhadap program gizi dan kesejahteraan masyarakat.
🔗 https://t.co/Zed9pu0vo2

#ForumMBG #LanjutkanMBG
.
Timothy JOSSGAWIN IN LOS ANGELES #JG1STFMINLA",yukk bergabung dan ikut berkontribusi dalam forum makan bergizi gratis mbg menjadi wadah kolaborasi bagi siapa pun yg peduli terhadap program gizi dan kesejahteraan masyarakat forummbg lanjutkanmbg timothy jossgawin in los angeles jg stfminla,netral,0,https://x.com/ExxaLatifa/status/1979463643042582789,,,,,
